Title-Code,Title Name,Hindi Title,Register Serial No,Regn No.,Owner Name,State,Publication City/District,Periodity
WBENG02958,LACONIC WEEKLY OF INDIA,,53156,53156/ 93,DEBASISH MAJUMDAR,WB,KOLKATA,W
WBENG03501,NEWS CLIPPINGS SERVICE OF INDIA,,74896,WBENG/2000/02339,DIPANKAR MAITRA,WB,KOLKATA,W
WBENG03316,INDIA YESTERDAY,,43910,43910/ 84,AMITAVA SHARMA,WB,KOLKATA,W
WBENG00863,INDIAN ENGINEERING NEWS RECORD,,16577,16577/ 68,DR A K MUKHERJEE & SMT TULINA MUKHERJEE,WB,KOLKATA,W
WBENG00040,ALL INDIA AUCTION GAZETTE,,34943,34943/ 79,"TRADE INFORMATION CENTRE, KOLKATA",WB,KOLKATA,W
WBENG04432,JOURNAL OF INDIAN ACADEMY OF OBSTETRICS AND GYNAECOLOGY,,151030,WBENG/2019/78475,KALYANI OBSTETRICS AND GYNAECOLOGICAL SOCIETY,WB,NADIA,HY
WBENG03335,JOURNAL OF THE INLAND FISHERIES SOCIETY OF INDIA,,18378,18378/ 70,INLAND FISHERIES SOCIETY OF INDIA,WB,NORTH 24 PARGANAS,A
WBENG02256,JOURNAL OF THE INDIAN APPRENTICE ENGINEERS,????? ?? ?? ?????? ???????? ??????????,2769,2769/ 57,INDIAN APPRENTICE ENGR. ASSOCIATION,WB,NORTH 24 PARGANAS,A
WBBIL00813,THE VOICE OF THE GRMAPHONE COMPANY OF INDIA P LTD,,5382,5382/ 58,THE GRAMOPHONE COMPANY OF INDIA P LTD,WB,NORTH 24 PARGANAS,Q
WBENG03836,CERAMICS INDIA INTERNATIONAL,CII,92732,WBENG/2006/20175,INSTITUTE OF TECHNOLOGY ENTREPRENERSHIP & MANAGEMENT,WB,NORTH 24 PARGANAS,Q
WBENG04060,KINDLE INDIA,????? ??????,108668,WBENG/2010/36111,PRITHA KEJRIWAI,WB,NORTH TWENTY FOUR PARGANAS,M
WBENG03963,OUTLINE OF INDIA,??????? ?? ??????,101791,WBENG/2009/29234,CHANDAN BASU,WB,NORTH TWENTY FOUR PARGANAS,Q
WBBEN14185,THE GREAT INDIA TIMES,,113445,WBBEN/2011/40888,SUSANTA SARKAR,WB,NORTH TWENTY FOUR PARGANAS,W
WBENG04478,THE INDIAN LAW READY REFERENCE,,,,ALOKE BANERJEE,WB,SOUTH 24 PARGANAS,M
WBBEN12816,INDIA DOOT,INDIA DOOT,92107,WBBEN/2006/19550,MITA GHOSH,WB,SOUTH 24 PARGANAS,M
WBBEN16007,INDIA BENEFICIARY TIMES,,,,NEW LIFE BENEFICIAL & CHARITABLE TRUST,WB,SOUTH 24 PARGANAS,M
WBBEN14600,NATURE INDIAN,,120401,WBBEN/2013/47844,NANDINI GUPTA,WB,SOUTH TWENTY FOUR PARGANAS,F
WBENG04116,INDIA BEATS,?????? ?????,106804,WBENG/2010/34247,VISHAL PANDEY,WB,SOUTH TWENTY FOUR PARGANAS,M
WBBIL01614,ART OF INDIA,???? ?? ??????,101894,WBBIL/2009/29337,SANTOSH BOSE,WB,SOUTH TWENTY FOUR PARGANAS,M
WBENG03866,METALS AND MINERALS OF INDIA,??????? ???? ????????? ?? ??????,92929,WBENG/2007/20372,S.K. PANDEY,WB,SOUTH TWENTY FOUR PARGANAS,M
WBENG04196,HOTEL JOB IN INDIA,,120494,WBENG/2012/47938,MOLOY MALLIK,WB,SOUTH TWENTY FOUR PARGANAS,M
WBENG04124,INDIAN JOURNAL OF PERINATOLOGY AND REPRODUCTIVE BIOLOGY,,111613,WBENG/2010/39056,INDIAN SOCIETY OF PERINATOLOGY AND REPRODUCTIVE BIOLOGY,WB,SOUTH TWENTY FOUR PARGANAS,Q
WBBIL01719,INDIAN PHOTO ARTS,,129470,WBBIL/2014/56915,PRASUN MAJUMDAR,WB,SOUTH TWENTY FOUR PARGANAS,Q
WBENG03964,ALL INDIA TENDER NEWS,?? ??????? ?????? ?????,96683,WBENG/2008/24126,MD. FAROOQUE AZAM,WB,SOUTH TWENTY FOUR PARGANAS,W
ASSENG00367,ASSAM TRIBUNE,??? ?????????,109963,ASSENG/2009/37406,ASSAM TRIBUNE P.LTD,ASS,DIBRUGARH,D
ASSENG00220,CACHAR TRIBUNE,???? ?????????,40742,40742/ 81,UJJAL KUMAR DASS,ASS,HAILAKANDI,W
ASSENG00031,THE CONSTRUCTION TRIBUNE,? ??????????? ?????????,40988,40988/ 91,RUNIMA BARUA,ASS,JORHAT,F
CHAHIN00043,DAINIK TRIBUNE,????? ?????????,32198,32198/ 78,THE TRIBUNE TRUST,CHA,CHANDIGARH,D
CHAPUN00259,PUNJABI TRIBUNE,?????? ?????????,32197,32197/ 78,THE TRIBUNE TRUST,CHA,CHANDIGARH,D
CHAENG01062,THE TRIBUNE,,15,15/ 57,THE TRIBUNE TRUST,CHA,CHANDIGARH,D
CHHHIN00250,RASHTRIYA HIND TRIBUNE,????????? ????? ?????????,81601,CHHHIN/2003/09044,NANDINI CHANDRAKAR,CHH,RAIPUR,Q
DELENG11115,DELHI TRIBUNE,?????? ?????????,66566,66566/ 97,MAYA ENTERPRISES,DEL,DELHI,D
DELENG08314,INDIAN MEDICAL TRIBUNE,?????? ?????? ?????????,55745,55745/ 93,DR.J.K. JAIN,DEL,DELHI,W
DELENG08892,THE INTERTRADE TRIBUNE,? ????????? ?????????,68776,68776/ 98,OM PRAKASH PANWAR 'NISHANT',DEL,DELHI,W
HARHIN10942,SIRSA TRIBUNE,????? ?????????,38372,38372/ 81,SURENDER BHATIA,HAR,SIRSA,F
HPENG00130,HIMACHAL TRIBUNE,?????? ?????????,72573,HPENG/1998/00016,DEV PANTHI,HP,SHIMLA,W
HPHIN00155,NATIONAL TRIBUNE,????? ?????????,34127,34127/ 82,HRIDESH ARYA,HP,SIMLA,D
JKURD01036,KASHMIR TRIBUNE,?????? ?????????,108167,JKURD/2010/35610,JAWAID AHMAD DAR,JK,BARAMULA,W
JKURD01095,SRINAGAR TRIBUNE,??????? ?????????,122284,JKURD/2013/49729,BILAL AHMAD,JK,SRINAGAR,W
KERENG00780,INDUSTRIAL AND CULTURAL TRIBUNE,??????????? ??? ?????? ?????????,7786,7786/ 64,C K PILLAY,KER,ERNAKULAM,M
MAHENG04289,GOAN TRIBUNE,???? ?????????,6030,6030/ 57,TRIBUNE(BOMBAY) PRIVATE LTD,MAH,MUMBAI,F
MAHENG05869,THE BOMBAY TRIBUNE,? ?????? ?????????,59911,59911/ 95,ASHOK GARG,MAH,MUMBAI,W
MAHENG07429,THE U P LAW TRIBUNE,? ?? ?? ?? ?????????,35721,35721/ 79,ALL INDIA REPORTER LTD.,MAH,NAGPUR,M
MAHENG14048,HOUSING TRIBUNE,,24249,24249/ 74,SAMAJ SHIKSHAN AND SEVA MANDAL,MAH,PUNE,Q
MAHMAR11969,PUNE TRIBUNE,???? ?????????,59814,59814/ 94,ANGELS SALES & MARKETING PVT. LTD.,MAH,PUNE,W
MAHMAR14559,YAVATMAL TRIBUNE,?????? ?????????,70268,70268/ 96,J.B. SONONE,MAH,YAVATMAL,W
MPHIN37294,CAPITAL TRIBUNE,?????? ?????????,157655,MPHIN/2021/85100,SANTOSH SAHU,MP,BHOPAL,W
PUNURD00350,THE LUDHIANA TRIBUNE,? ???????? ?????????,33864,33864/ 79,RAJINDER KUMAR JAIN,PUN,LUDHIANA,F
TELENG00315,BANJARA TRIBUNE,?????? ?????????,27703,27703/ 76,RAVINDRA NAIK,TEL,HYDERABAD,W
UPHIN19653,NISHPAKSH AVADH TRIBUNE,???????? ??? ?????????,59571,59571/ 94,S.R.PUBLICATION,UP,BARABANKI,W
UPHIN26037,AVADH TRIBUNE,??? ?????????,35616,35616/ 80,SATYA PRAKASH SRIVASTAVA,UP,LUCKNOW,F
UPENG03764,THE LUCKNOW TRIBUNE,? ???? ?????????,120785,UPENG/2012/48229,RAJNISH CHOPRA,UP,LUCKNOW,W
UPHIN26537,HINDI TRIBUNE,????? ?????????,13505,13505/ 67,AKHILANAND ARYA,UP,LUCKNOW,W
UPENG00865,NEPAL TRIBUNE,????? ?????????,12668,12668/ 66,PUSPA LAL,UP,VARANASI,M
UTTENG00173,THE UTTARAKHAND TRIBUNE,?? ?????????? ?????????,141179,UTTENG/2011/68624,SHIVAM BISHT,UTT,DEHRADUN,W
WBENG03332,INDUSTRIAL TRIBUNE,??????????? ?????????,13752,13752/ 67,KASHINATHH LAHIRI,WB,BARDHAMAN,F
WBENG02280,COAL FIELD TRIBUNE,??? ????? ?????????,5478,5478/ 62,DAMODAR GUPTA,WB,BARDHAMAN,W
WBBEN08414,ASANSOL DURGAPUR TRIBUNE,?????? ????????? ?????????,53217,53217/ 92,DULAL MONDAL,WB,BARDHMAN/ DURGAPUR,W
WBENG01884,SPORTS TRIBUNE,????????? ?????????,18370,18370/ 70,KISHORE BHIMANI,WB,KOLKATA,W
NOF00027,BANGALORE KI AWAZ,??????? ?? ????,58035,58035/,NOT GIVEN,,,
ANDENG00167,HAMARI AWAZ,????? ????,4732,4732/ 59,K . P. GANESH,AND,PORT BLAIR/ SOUTH ANDAMAN,F
ANDBIL00003,DWEEPON KI AWAZ,??????? ?? ????,40922,40922/ 87,GOPAL,AND,SOUTH ANDAMAN,M
APTEL12801,PEOPLES AWAZ,?????? ????,117028,APTEL/2012/44471,BHARATHA SUDARSHAN,AP,HYDERABAD,M
APURD01781,AWAZ-E-DOST,????? ? ?????,96272,APURD/2007/23715,SYED DAWOOD RAFIQUI,AP,HYDERABAD,W
APMUL00363,AKHLIYATOKI AAWAZ,??????????? ?????,94747,APMUL/2007/22190,MUMTAZ JAHAN,AP,KURNOOL,W
APURD01874,MAZLUM KI AWAZ,????? ?? ????,117956,APURD/2012/45399,MD. KHALED AHMED,AP,NALGONDA,M
ARPHIN00003,ARUN AWAZ,???? ????,84281,ARPHIN/2003/11724,SWARN P. SHUKLA,ARP,PAPUM PARE,W
ASSBEN00461,GANA AWAZ,?? ????,94135,ASSBEN/2006/21578,SUJIT KUMAR CHANDA,ASS,CACHAR,W
ASSASS01321,INSANI AWAZ,?????? ????,33923,33923/ 78,AWAZ PRAKASHN PARISHAD,ASS,GOALPARA,F
BIHHIN04117,GANGA KE AWAZ,???? ?? ????,60426,60426/ 82,NIL,BIH,,W
BIHHIN04059,ANGBHUMI AWAZ,?????? ????,39595,39595/ 82,RAJIV RANJAN,BIH,BHAGALPUR,D
BIHHIN01236,KHAMOSH AWAZ,????? ????,39614,39614/ 82,DHANUSHDHARI PRASAD DHANUSH,BIH,BHAGALPUR,F
BIHHIN11892,SMARTCITY AAWAZ,,,,DR. AMIT KUMAR,BIH,BHAGALPUR,W
BIHMAI00059,MITHILA AWAZ,?????? ????,121287,BIHMAI/2013/48732,CMJ COMMUNICATION PVT. LTD.,BIH,DARBHANGA,D
BIHURD00606,AWAZ-E-NAU,????-?-??,74758,BIHURD/1997/02000,NAZEER AHMED ANJUM,BIH,DARBHANGA,M
BIHHIN05400,CITIZEN AWAZ,?????? ????,146560,BIHHIN/2016/74005,PANKAJ KUMAR JHA,BIH,DARBHANGA,W
BIHHIN01606,MOOK AWAZ,??? ????,38323,38323/ 80,"DR. RAM MANOHAR LOKSEVA SAMAJ ADHYAN SANSTHAN, GAYA",BIH,GAYA,W
BIHHIN11858,SEEMANCHAL KI AWAZ,??????? ?? ????,153410,BIHHIN/2021/80855,MD AZHAR RAHMANI,BIH,KISHANGANJ,M
BIHHIN03319,ANUSACHIVYAI AWAZ,??????????? ????,28466,28466/ 74,BIHAR MINISTERIAL OFFICERS' ASSOCIATION,BIH,MUNGER,M
BIHHIN04126,HAM SABO KE AWAZ,?? ???? ?? ????,48995,48995/ 89,NOT GIVEN,BIH,MUZAFFARPUR,F
BIHHIN00937,HAM SABON KI AWAZ,?? ???? ?? ????,52292,52292/ 90,ASHOK KUMAR SINGH,BIH,MUZAFFARPUR,W
BIHHIN01455,MAGADH KI AWAZ,??? ?? ????,68041,68041/ 93,RAJENDRA KUMAR PANDEY,BIH,NAWADA,W
BIHHIN04769,JAMHURIYAT KI AWAZ,???????? ?? ????,95899,BIHHIN/2007/23342,MOHAMMAD FARMAN,BIH,PASHCHIM CHAMPARAN,W
BIHURD00719,GHAR GHAR KI AAWAZ,?? ?? ?? ????,122825,BIHURD/2013/50270,KHURSHID AHMAD,BIH,PATNA,D
BIHURD00321,QAUMI AWAZ,???? ????,38912,38912/ 81,ASSOCIATED JOURNALS LTD.,BIH,PATNA,D
BIHURD00834,SACH KI AWAZ,?? ?? ????,158569,BIHURD/2021/86014,SYED FAISAL ALI,BIH,PATNA,D
BIHURD00839,NAWAZ-E-WAQT,,,,ASGAR ALI,BIH,PATNA,D
BIHURD00716,AWAZ E BIHAR,???? ? ?????,122238,BIHURD/2013/49683,ZIAUL HASAN,BIH,PATNA,D
BIHHIN03179,ASIA KI AWAZ,????? ?? ????,33312,33312/ 78,RAJENDRA SINGH BISMIL,BIH,PATNA,W
BIHHIN04258,UPEKSHIT AWAZ,???????? ????,22402,22402/ 71,UPEKSHIT DICCHARA VARGA SANGH,BIH,PATNA,W
BIHHIN00673,DARIYAPUR KI AWAZ,???????? ?? ????,49061,49061/ 89,REKHA CHOUDHARY,BIH,PATNA,W
BIHHIN04064,ARERAJ KI AWAZ,?????? ?? ????,44477,44477/ 88,SATYAPRAKSAH SINGH,BIH,PURBA CHAMPARAN,D
BIHHIN02583,SONEY KI AWAZ,???? ?? ????,49084,49084/ 89,BHUVNESHWAR MEHTO,BIH,PURBA CHAMPARAN,D
BIHHIN04392,JAHRKHAND KI AWAZ,?????? ?? ????,76361,JHAHIN/2001/03804,SANDEEP KAR,BIH,PURBI SINGHBHUM/ JAMSHEDPUR,W
BIHHIN11921,PURNIA KI AWAZ,,,,SANJAY SINGH,BIH,PURNIA,F
BIHHIN04470,KHULI AWAZ,???? ????,81664,BIHHIN/2002/09107,ANITA SINHA,BIH,SAMASTIPUR,F
BIHURD00059,AWAZ E HIND,???? ? ?????,39629,39629/ 83,NIRMALA SINGH,BIH,SARAN,W
BIHHIN04142,JANADHIK KI AWAZ,?????? ?? ????,52426,52426/ 91,MANISH KUMAR,BIH,SITAMARHI,W
CHAHIN00445,HARYANA KI AAWAZ,??????? ?? ????,142649,CHAHIN/2016/70094,MUKESH KUMAR ROHILLA,CHA,CHANDIGARH,D
CHABIL00200,PEHLI AWAZ,???? ????,117954,CHABIL/2012/45397,PARDEEP MITTAL,CHA,CHANDIGARH,F
CHABIL00239,AWAZ-1-KHUKHRAIN,????-1-??????,31130,31130/ 77,G.D. SURI,CHA,CHANDIGARH,M
CHAURD00033,AWAZ-E-MAZDOOR,????-?-?????,18138,18138/ 70,RADHA KISHAN,CHA,CHANDIGARH,W
CHAMUL00060,AWAZ I USTAD,???? ? ??????,9998,9998/ 64,AMRIT LAL CHOPRA,CHA,CHANDIGARH,W
CHAPUN00124,AWAZ-E-QAUM,????-?-???,67212,67212/ 93,BIKRAMJEET SINGH BHULLAR,CHA,CHANDIGARH,W
CHAPUN00043,INDIA YUVA AWAZ,?????? ???? ????,46787,46787/ 88,RAJINDER KUMAR GUPTA,CHA,CHANDIGARH,W
CHHHIN17272,RAHI KI AAWAZ,,,,KARUNA SHANKAR TIWARI,CHH,BALODA BAZAAR,W
CHHBIL01062,BASTAR KI AWAZ,,160142,CHHBIL/2023/87587,MAHENDRA MAHAPATRA,CHH,BASTAR,M
CHHHIN17216,ABHED AWAZ,,,,AMAR BANDHI,CHH,BILASPUR,W
CHHHIN15946,RAIPUR KI AWAZ,?????? ?? ????,127294,CHHHIN/2014/54739,MOHD. YASIN,CHH,BILASPUR,W
CHHHIN00505,GAZALA KI AWAZ,????? ?? ????,94015,CHHHIN/2004/21458,IQBAL RAAIN,CHH,DURG,W
CHHHIN17474,KORBA KI AAWAZ,????? ?? ????,160011,CHHHIN/2023/87456,KIRTI KUMAR AGRAWAL,CHH,KORBA,W
CHHHIN15502,NAI PIDHI KI AWAZ,?? ???? ?? ????,121246,CHHHIN/2012/48691,BHANU PRATAP MISHRA,CHH,RAIGARH,F
CHHHIN17399,RAIGARH AAWAZ,,,,SURAJ SHARMA,CHH,RAIGARH,TWW
CHHHIN16476,MASIHI AWAZ,????? ????,13065,13065/ 57,GOVERNING BODY FOR LITERATURE AND AUDIO VISUAL EDUCATION OF THE BOARD OF CHRISTIAN INSTITUTION,CHH,RAIPUR,M
CHHHIN03095,ROOHANI AWAZ,?????? ????,110053,CHHHIN/2011/37496,RAVINDER PAL SINGH,CHH,RAIPUR,M
CHHHIN01508,CHHATTISGARH AUR AAWAZ,????????? ?? ?????,97971,CHHHIN/2006/25414,BHUPENDRA SHARMA,CHH,RAIPUR,M
CHHHIN16462,AHAM AWAZ,??? ?????,147475,CHHHIN/2015/74920,NAIM AHMED,CHH,RAIPUR,M
CHHHIN03024,NARI KI AWAZ,???? ?? ????,111940,CHHHIN/2011/39383,SHAHEEN BEGAM,CHH,RAIPUR,M
CHHHIN15670,SHUBH SAI AWAZ,??? ??? ????,125941,CHHHIN/2013/53386,PUNENDRA DEVANGANA,CHH,RAIPUR,W
CHHHIN15311,SAMUDAY KI AWAZ,?????? ?? ????,115219,CHHHIN/2012/42662,SUKHENDRA PATEL,CHH,RAIPUR,W
CHHHIN15737,SHOSHAN MUKTI AAWAZ,???? ?????? ????,125090,CHHHIN/2013/52535,BHAIYA LAL PANTHI,CHH,RAIPUR,W
CHHHIN02861,JAN AWAZ KI TAKAT,?? ???? ?? ????,105623,CHHHIN/2010/33066,MAHADEV SINGH CHANDEL,CHH,RAJNANDGAON,W
DELHIN09591,PURAVE DELHI KE AWAZ,????? ?????? ?? ????,55657,55657/ 92,NOT GIVEN,DEL,,W
DELURD01991,JAMHOORI AWAZ,??????? ????,63445,63445/ 95,NESAR AHMAD ZAKI,DEL,DELHI,D
DELHIN16258,AWAZ E JAHAN,???? ? ????,108709,DELHIN/2011/36152,SWAMI RAMRISHNA SHIVANAND,DEL,DELHI,D
DELHIN14114,AWAZ INDIA,????? ??????,89898,DELHIN/2006/17341,MOHD.MUSHTAQ KHAN,DEL,DELHI,D
DELPUN00576,AAWAZ-E-BULAND,????-?-?????,98829,DELPUN/2008/26272,NATASHA M. KUMAR,DEL,DELHI,D
DELHIN08520,RASHTRIYA PRACHAND AWAZ TIMES,????????? ?????? ???? ??????,70908,70908/ 99,J.K. RATHORE,DEL,DELHI,D
DELURD01437,USMAN KI AWAZ,?????? ?? ????,47382,47382/ 86,MOHAMMAD IRFAN,DEL,DELHI,D
DELURD03061,INSAF KI AWAZ,????? ?? ????,131391,DELURD/2014/58836,NAFEESUL HASAN,DEL,DELHI,D
DELHIN29058,CHAUGAMA KI AWAZ,,,UR,ANKUR CHAUHAN,DEL,DELHI,D
DELHIN05964,UDYOG AWAZ,?????? ????,53425,53425/ 91,AKASHDEEP PRINTERS,DEL,DELHI,D
DELURD01757,SUB KI AWAZ JADDEED,???? ???? ????,50729,50729/ 90,SALEEM SHEERAZI,DEL,DELHI,D
DELNEP00044,NEPAL AWAZ,????? ????,131998,DELNEP/2014/59443,DEVENDER KUNWAR,DEL,DELHI,D
DELHIN28494,AAM AWAZ TIMES,?? ???? ??????,139507,DELHIN/2016/66952,ASIF KHAN,DEL,DELHI,D
DELURD00813,MASHRIQI AWAZ,?????? ????,43025,43025/ 85,Z.Z.PUBLICATIONS PVT. LTD.,DEL,DELHI,D
DELURD02859,SECULAR AWAZ,???????? ????,103791,DELURD/2009/31234,MAKHDOOM AKHTAR,DEL,DELHI,D
DELHIN27772,JAMUNAPAR KI AWAZ,???????? ?? ????,128988,DELHIN/2014/56433,AFZAL KHAN,DEL,DELHI,D
DELURD02798,KAYANAT KI AWAZ,?????? ?? ????,98468,DELURD/2008/25911,HENA SHABNAM,DEL,DELHI,D
DELHIN05364,BHARTIYA KISHAN AWAZ,?????? ????? ????,53308,53308/ 91,FARMER WELFARE TRUST,DEL,DELHI,F
DELURD00136,GAREEB NAWAZ,???? ????,12878,12878/ 66,SYED MOHD. AHMED SABRI,DEL,DELHI,F
DELHIN13710,SASHAKT AAWAZ,????? ????,99930,DELHIN/2006/27373,RAJENDER KUMAR SONI,DEL,DELHI,F
DELHIN14971,GOPAL KI AWAZ,????? ?? ????,98171,DELHIN/2008/25614,BALKRISHAN AGRAWAL,DEL,DELHI,F
DELBIL00237,BHARAT KI AWAZ,???? ?? ????,16300,16300/ 68,SHRI B R BAHL,DEL,DELHI,F
DELURD01617,AWAZ,????,14253,14253/ 57,ALL INDIA RADIO,DEL,DELHI,F
DELHIN08098,CHHATRON KI AWAZ,??????? ?? ????,65825,65825/ 97,MOHD.BURHAN KHAN,DEL,DELHI,F
DELHIN10925,HIND KI AWAZ AAJTAK,????? ?? ???? ????,76294,DELHIN/2001/03737,RAJESH SHARMA,DEL,DELHI,F
DELBIL11361,LONDON CALLING INDIA LONDON KI AWAZ,???? ?????? ?????? ???? ?? ????,6613,6613/ 59,BRITISH BROADCASTING CORPORATION,DEL,DELHI,F
DELHIN15591,AWAZ SAMAJ KI BURAIYON KE KHILAAF,???? ???? ?? ???????? ?? ?????,99016,DELHIN/2008/26459,PRAVEEN NIGAM,DEL,DELHI,F
DELHIN27530,SWASTIK AAWAZ INDIA KI,???????? ???? ?????? ??,126111,DELHIN/2013/53556,PRADEEP KUMAR JAISWAL,DEL,DELHI,M
DELHIN13217,DHARAM PRACHAND AWAZ TIMES,??? ?????? ???? ??????,88220,DELHIN/2005/15663,PRAKASH,DEL,DELHI,M
DELURD01571,TIBBI AWAZ,?????? ????,784,784/ 57,DR. H. ZAINUDDIN,DEL,DELHI,M
DELBIL07453,HIND KI AWAZ TIMES,????? ?? ???? ??????,107770,DELBIL/2010/35213,RAJ BIR TYAGI,DEL,DELHI,M
DELBIL06827,KARAMCHARI KI AWAZ,???????? ?? ????,100418,DELBIL/2007/27861,AJAY MAKEN,DEL,DELHI,M
DELHIN27162,BANJARON KI AWAZ,??????? ?? ????,117007,DELHIN/2012/44450,MUKESH KUMAR SHABANA,DEL,DELHI,M
DELHIN10466,AWAZ AUR AWAHAN,???? ?? ?????,73919,DELHIN/2000/01362,SHRIKRISHNA THAPLIYAL,DEL,DELHI,M
DELBIL03079,KHUKHRAYAN AWAZ,??????? ????,62783,62783/ 94,DELHI KHASHTRIYA KHUKHRAIN BIRADARI (REGD.,DEL,DELHI,M
DELHIN07688,VISHWA AWAZ,????? ????,62824,62824/ 95,VISHWA GOYAL,DEL,DELHI,M
DELBIL07736,POSTMEN KI AWAZ,???????? ?? ????,122813,DELBIL/2012/50258,ALL INDIA POSTAL EMPLOYEES UNION POSTMEN & MSC/GROUP 'D',DEL,DELHI,M
DELBIL05574,PANCHAYAT KI AWAZ,?????? ?? ????,84957,DELBIL/2004/12400,HARISH GAUR,DEL,DELHI,M
DELBIL03773,MEDIA KI AWAZ,?????? ?? ????,68996,68996/ 98,SUSHILA KUMARI,DEL,DELHI,M
DELPUS00001,D HIND AWAZ,? ????? ????,840,840/ 57,ALL INDIA RADIO MINISTRY OF I AND B,DEL,DELHI,M
DELHIN02287,KARAK AWAZ,??? ????,34624,34624/ 79,DAWLAT RAM,DEL,DELHI,M
DELBIL06736,VARISHTH NAGARIK AWAZ,?????? ?????? ????,93789,DELBIL/2007/21232,SARDARI LAL,DEL,DELHI,M
DELHIN08885,UPBHOKTA KI AWAZ,,69837,69837/ 98,ANURAG DEEPAK,DEL,DELHI,M
DELBIL05309,AWAZ-E-AALAM-E-ISLAM,????-?-???-?-??????,82209,DELBIL/2003/09652,QARI.MOHD.MIAN MAZHARI,DEL,DELHI,M
DELHIN10556,NAUJAWAN AWAZ BHARATI,?????? ???? ?????,82506,DELHIN/2000/09949,MD.RAFI ATA,DEL,DELHI,M
DELHIN28124,ALP AWAZ TIMES,???? ???? ??????,135543,DELHIN/2015/62988,TABREZ AHMED,DEL,DELHI,M
DELHIN04232,SAMAY KI AWAZ,??? ?? ????,25557,25557/ 73,SHAKUNTALA ATRI,DEL,DELHI,M
DELHIN28273,NAYAK AWAZ,???? ????,143047,DELHIN/2016/70492,ANITA SHUKLA,DEL,DELHI,M
DELBIL07863,AAM AWAZ,?? ????,125097,DELBIL/2013/52542,ASIF KHAN,DEL,DELHI,W
DELHIN28002,AWAZ E HIND TIMES,???? ? ????? ??????,132888,DELHIN/2015/60333,SHIV MOHAN,DEL,DELHI,W
DELHIN15014,BHRASHTACHAR KE KHILAAF AWAZ,?????????? ?? ????? ??????,95670,DELHIN/2008/23113,PREM CHAND DIXIT,DEL,DELHI,W
DELPUN00497,PREM DI AWAZ,????? ?? ????,50910,50910/ 91,SARBJEET SINGH,DEL,DELHI,W
DELHIN28826,FARIDABAD KI AWAZ,???????? ?? ????,148893,DELHIN/2017/76338,DINESH SHARMA,DEL,DELHI,W
DELHIN08669,RASHTRA KI AWAZ AAJ TAK,??????? ?? ???? ?? ??,67291,67291/ 97,PRAVEEN SAHANI,DEL,DELHI,W
DELURD02549,AWAZ KA SHOLA,???? ?? ????,87339,DELURD/2005/14782,AZIMUDDIN WAIZ,DEL,DELHI,W
DELHIN09048,DELHI HARI AWAZ,?????? ??? ????,69979,69979/ 98,SHRI NIVAS SHARMA,DEL,DELHI,W
DELURD00553,HUSAINI AWAZ,?????? ????,25523,25523/ 73,IBNUL HUSSAIN,DEL,DELHI,W
DELHIN28525,RASHTRA PATH KI AWAZ,??????? ?? ?? ????,142744,DELHIN/2016/70189,YOGESH KUMAR,DEL,DELHI,W
DELURD03140,ZAMIR KI AWAZ,???? ?? ????,26775,26775/ 74,DINA NATH RAJPAL,DEL,DELHI,W
DELHIN07261,SINGH KI AWAZ,???? ?? ????,59315,59315/ 94,ARJUN KUMAR JAIN,DEL,DELHI,W
DELHIN27330,AWAZ AAPKI,???? ????,118925,DELHIN/2012/46368,YASIR ARFAT,DEL,DELHI,W
DELPUN00408,JANTA DI AWAZ,???? ?? ????,55576,55576/ 92,GURVINDER SINGH,DEL,DELHI,W
DELHIN05910,AZAD AWAZ TIMES,???? ???? ??????,59332,59332/ 94,MANKAN DEEP SINGH,DEL,DELHI,W
DELHIN27416,DESH KI AAWAZ,??? ?? ????,120696,DELHIN/2013/48140,KAUSHAL KISHOR SINHA,DEL,DELHI,W
DELHIN12158,LOGON KI AWAZ,????? ?? ????,83906,DELHIN/2003/11349,MANISH SHARMA,DEL,DELHI,W
GUJGUJ14929,JAN AAWAZ,?? ????,126185,GUJGUJ/2013/53630,NAVINKUMAR GOPALBHAI DABGAR,GUJ,AHMEDABAD,D
GUJGUJ15613,AAZADI NO AWAZ,????? ?? ????,133447,GUJGUJ/2015/60892,BHUPENDRABHAI HARGOVANDAS PATEL,GUJ,AHMEDABAD,D
GUJGUJ11964,O.B.C. AWAZ,?. ??. ??. ?????,92519,GUJGUJ/2007/19962,AMBALA CHAUHAN,GUJ,AHMEDABAD,F
GUJGUJ14941,HINDUSTAN KI AWAZ,?????????? ?? ????,125831,GUJGUJ/2013/53276,SATYENDRA R. MISHRA,GUJ,AHMEDABAD,W
GUJGUJ16679,AWAM KI AWAZ,,144000,GUJGUJ/2017/71445,JAVED IBRAHIMBHAI SHAIKH,GUJ,AHMEDABAD,W
GUJGUJ15666,HAMARE WATAN KI AWAZ,????? ??? ?? ????,133539,GUJGUJ/2015/60984,JADAV RANJITSINH RANABHAI,GUJ,AHMEDABAD,W
GUJGUJ15084,SAMAJIK AWAZ,??????? ????,127622,GUJGUJ/2014/55067,SANJAY LABHUBHAI GADHVI,GUJ,AHMEDABAD,W
GUJGUJ14561,MASIHA KI AWAZ,????? ?? ????,124874,GUJGUJ/2013/52319,RATHOD PRABHABEN SOMABHAI,GUJ,AMRELI,F
